"Europe/Germany"	"Swingerparadies Maintal"	"Frankfurt, Brandenburg"	"06109 - 64 647"	"http://www.susiundjuergen.de"	"Der Swingerclub von susi und juergen"	"club_banners\banner_1285.jpg"	"Der Swingerclub von Susi und Juergen"														
"Europe/Germany"	"Treff 188"	"Frankfurt-Sossenheim, Brandenburg"	"06 9/ 34 16 62"	"http://treff-188.de/"	"http://treff-188.de/"		"Die Nr. 1 im Rhein / Main Gebiet"														
"Europe/Germany"	"Weisses Haus"	"Stassfurt, Brandenburg"	"03925/281705"	"http://www.weisseshausstassfurt.de"	"www.weisseshausstassfurt.de"		"Willkommen im Paerchen- und Singleclub"														
"Europe/Germany"	"ZUCKERDOSE"	"27801 Brettorf, Brandenburg"	"0162 / 7200783"	"http://www.zuckerdose.net"	"http://www.zuckerdose.net"	"club_banners\banner_2181.gif"	"Der Swingerclub im Norden"														
"South America/Brazil"	"1 Henri Club Café"	"Rio de Janeiro"	"+5521 2492-9017"	"http://www.henriclub.com.br"	"1 Henri Club Café"	"club_banners\banner_1940.gif"	"Requinte e sofisticação, de frente para o mar."														
"South America/Brazil"	"2A2"	"Rio de Janeiro"	"5521- 99486284"	"http://www.2A2.com.br"	"www.2A2.com.br"	"club_banners\banner_1230.gif"	"Swingers Club - Dare Couples only club."														
"South America/Brazil"	"Atiradouros"	"Salvador"	"71 9948-4193"	"http://www.atiradouros.cjb.net"	"Atiradouro´s"	"club_banners\banner_1555.gif"	"The only house for liberal couples of Salvador - B"														
"South America/Brazil"	"Bar Bacantes Clube Swinger"	"So Paulo"	"055+11+36761174"	"http://www.barbacantes.com.br"	"O Clube Swinger mais despojado de So Paulo"		"Despojado, alegre e com muita atraes"														
"South America/Brazil"	"BIO CLUB"	"So Paulo"	"011 6972-4344"	"http://www.bioclub.com.br"	"bioclub.com"	"club_banners\banner_1418.gif"	"A mais charmosa casa de swing de So Paulo"														
"South America/Brazil"	"CASAL FANTASIA"	"Rio de Janeiro"	2188886969	"http://www.casalfantasia.com"	"CASAL FANTASIA"	"club_banners\banner_2302.gif"	"CASAL FANTASIA RIO DE JANEIRO"														
"South America/Brazil"	"Club New York"	"Rio de Janeiro"	"21-8784-5044"	"http://www.clubnewyork.com.br"	"Club New York"	"club_banners\banner_2274.gif"	"4 andares de luxo e requinte para atender casais."														
"South America/Brazil"	"Clube da Sedução"	"Rio de Janeiro"	"55 21 2437-2025"	"http://www.clubedaseducao.net"	"http://www.clubedaseducao.net"		"Swing É no Clube da Sedução - Quintas e Sextas"														
"South America/Brazil"	"Desiree Club Londrina"	"Londrina"	554330288385	"http://www.desireelondrina.net"	"Desiree Club Londrina - Onde o seu prazer o mais importante."	"club_banners\banner_1346.gif"	"Clube de Casais Liberais onde o prazer acontece."														
"South America/Brazil"	"Doolance Liberal Club"	"Campo Grande (MS)"	"67 3029 9649"	"http://www.doolance.com.br"	"http://www.doolance.com.br"		"O Club dos casais Liberais do MS"														
"South America/Brazil"	"Enigma Club"	"So Paulo"		"http://sdc.com/sitemap/swingersclubinformation.htm"	"swingers"		"A casa mais quente de So Paulo !!!"														
"South America/Brazil"	"GAS BH"	"Belo Horizonte"		"http://www.gasbh.com.br"	"GAS BH - Grupo de Amigos do Swing"	"club_banners\banner_1300.gif"	"Grupo de Amigos do Swing"														
"South America/Brazil"	"Ilha da Fantasia"	"Vitoria/ES"	"55 27 9997-5777"	"http://www.ilhadafantasia-es.com.br"	"Ilha da Fantasia - Boite for Liberal Couples"		"Ilha da Fantasia - The Best for Liberal Couples"														
"South America/Brazil"	"Inner Club"	"Sao Paulo"		"http://www.innerclub.com.br"	"http://www.innerclub.com.br"	"club_banners\banner_2029.jpg"	"The Best Swing Club of the Brazil"														
"South America/Brazil"	"Mistura Certa Club"	"Rio de Janeiro"	552125090571	"http://misturacerta.com.br"	"Mistura Certa Singers Club, the best swingers house in Rio de Janeiro"	"club_banners\banner_1280.gif"	"The Best Swinger Club in Rio de Janeiro"														
"South America/Brazil"	"NEFERTITTI CLUB"	"São Paulo"	"015.11.5049.3377"	"http://www.nefertitti.com.br"	"http://www.nefertitti.com.br"		"DANCETERIA para CASAIS LIBERAIS e SWINGERS"														
"South America/Brazil"	"PortaldoSwing"	"Sao Paulo"		"http://www.portaldoswing.com.br"	"Click here"	"club_banners\banner_2027.jpg"	"WebSite for the Classifieds Swingers"														
"South America/Brazil"	"SOCIEDADE SWINGUER - SS"	"São Paulo"	91737642	"http://www.sociedadeswinguer.com.br"	"SOCIEDADE SWINGUER - SS"		"O Grupo SS - Sociedade Swinguer - é um grupo"														
"South America/Brazil"	"Swing Club BH"	"Belo Horizonte"	"91083855 / 3497-6611"	"http://sdc.com/sitemap/swingersclubinformation.htm"	"swingers"		"Swing Club BH - A maior casa swinger do Brasil"														
"South America/Brazil"	"Swingprive.com"	"Belo Horizonte"	91410933	"http://sdc.com/sitemap/swingersclubinformation.htm"	"swingers"		"Swing Priv - O novo conceito em clube Swinger"														
"South America/Brazil"	"Wings Scotch Bar"	"Belo Horizonte"	"(31) 9929 1085"	"http://www.wingsbar.com.br"	"Wings Scotch Bar"	"club_banners\banner_1693.gif"	"Wings Scotch Bar"														
"Europe/Germany"	"Club Sweet Coconut"	"Zapfendorf, Bremen"	"09547 - 8705720"	"http://www.club-sweet-coconut.de"	"Click here"		"Der private Swingertreff in Franken"														
"Europe/Germany"	"La Boum"	"Untermeitingen, Bremen"	"08232 - 906776"	"http://www.swingerclub-laboum.de"	"www.swingerclub-laboum.de"	"club_banners\banner_1908.gif"	"Swingerclub - DIE Original-Filmkulisse: ""24 / 7"""														
"Europe/Germany"	"NOBBYs"	"Bremen"	"(0421) 96 05 630"	"</td> <td width=""474"" valign=""top""><table width=""468"" border=""0"" align=""center"" cellpadding=""2"" cellspacing=""0""> <tr> <td width=""468"" colspan=""2""> <a href=""http://www.nobbys-treff.de"" target=""_blank""><br><img border='0' src='club_banners\banner_2363.jpg' height='60' alt='Swingers Club'></a> </td> </tr> <tr> <td colspan=""2"" valign=""top""> <span class=""text_standard_black""> Der frivole Treff in Bremen </span> </td> </tr> </table></td> <td width=""26"">&nbsp"	"</td> </tr> </table></td> </tr> <tr> <td height=""28"" background=""images/SC_List_bot.jpg"">&nbsp"	"</td> </tr> </table> <!----------- *************************************************************** --> <table width=""750"" border=""0"" cellspacing=""0"" cellpadding=""0""> <tr> <td height=""52"" background=""images/SC_List_top.jpg""><table width=""750"" border=""0"" cellspacing=""0"" cellpadding=""0""> <tr> <td width=""26"" rowspan=""2"">&nbsp"	"</td> <td width=""346"" rowspan=""2""><span class=""text_ClubName"">Swingerclub Colibri</span></td> <td width=""335""></td> <td width=""23"" nowrap=""nowrap"" rowspan=""2"">&nbsp"	"</td> <td width=""20"" rowspan=""2"">&nbsp"	"</td> </tr> <tr> <td width=""335""> <table cellpadding=""0"" cellspacing=""0"" border=""0""> <tr> <td> <table cellspacing='0' cellpadding='0'><tr><td width='100' nowrap='nowrap' align='right'></td><td nowrap='nowrap'><a href='http://www.sdc.com/ClubListAdd_Review2.aspx?clubID=306' class='yellow_back_sm'>Post a new review</a>&nbsp"	"&nbsp"	"</td></tr></table> </td> <td nowrap=""nowrap""> &nbsp"	"|&nbsp"	"<a href='Swingerclub_Colibri_swingers_club_description.html' class='yellow_back_sm'>Detailed Description</a> </td> </tr> </table> </td> </tr> </table></td> </tr> <tr> <td height=""100%"" valign=""top"" background=""images/SC_List_mid.jpg""><table width=""750"" border=""0"" cellspacing=""0"" cellpadding=""0""> <tr> <td width=""29"" >&nbsp"	"</td> <td width=""206"" valign=""top""><table width=""205"" border=""0"" cellspacing=""0"" cellpadding=""2""> <tr> <td class=""text_sm2"">Malsch"	"07246 / 943077"	"http://www.swingerclub-colibri.de"	"www.swingerclub-colibri.de"		"Ab sofort klimatisierte Rume"		
"Europe/Germany"	"Swingerclub Harz-Heide"	"Vechelde, Bremen"	"05302/6249"	"http://www.swingerclub-harz-heide.de"	"Click here"		"Swingerclub Harz-Heide"														
"Europe/Bulgaria"	"Black sea Swinger"	"Varna"	"+359 896 446687"			"club_banners\banner_2285.gif"	"Black sea Swinger"														
"Europe/Bulgaria"	"Playboyz Bar"	"Sofia"	"(+35902) 963 39 64"			"club_banners\banner_1757.gif"	"Topless Bar in Sofia Bulgaria"														
"Europe/Bulgaria"	"Taboo Club"	"Sofia"	"(+359/2) 9870870"			"club_banners\banner_1756.jpg"	"Every Night 25 Incredible Ladies Only In Taboo"														
"Europe/Spain"	"Garden of Eden"	"Maspalomas, Canary Islands"	"+(34) 928 14 35 18"	"http://www.garden-eden.info"	"Garden of Eden Gran Canaria"	"club_banners\banner_1521.gif"	"The Number 1 Swinger Club in Gran Canaria"														
"Europe/Spain"	"Gran Canaria Sex"	"Playa del Inglés, Canary Islands"		"http://www.grancanariasex.com"	"Gran Canaria Sex"	"club_banners\banner_2188.gif"	"GranCanariaSex.com - Erotic Holiday-Guide"														
"Europe/Spain"	"Gran Canaria Swinger"	"Maspalomas, Canary Islands"		"http://www.grancanariaswinger.com"	"Gran Canaria Swinger"	"club_banners\banner_2017.gif"	"Gran Canaria Swinger"														
"Europe/Spain"	"Iglu Tenerife"	"Tenerife, Canary Islands"	9220680544	"http://www.pubiglu.com/"	"http://www.pubiglu.com/"		"Club de ambiente agradable"														
"Europe/Spain"	"La Casa de Beatrix"	"Fuerteventura, Canary Islands"		"http://www.lacasadebeatrix.net/"	"Click here"		"Ambiente amistoso y tranquilo"														
"Europe/Spain"	"Playmates Swingers Parties"	"gran canaria, Canary Islands"	"0034 610060344"	"http://www.swingersholiday.com"	"www.swingersholiday.com gran canaria"		"Welcome to the Exclusive PLAYMATES SWINGERS club."														
"Europe/Spain"	"Swingers Abroad"	"Tenerife, Canary Islands"		"http://www.swingersabroad.com"	"Swingers Abroad"		"Swingers Abroad - worldwide database of swingers"														
"Europe/Spain"	"SWINGERS CLUB TU Y YO"	"playa del ingles (canaria, Canary Islands"	34625263131	"http://www.swingersclubtuyyo.com/"	"Click here"	"club_banners\banner_1864.gif"	"SWINGERS CLUB N1 IN GRAN CANARIAS"														
"Europe/Spain"	"Chatelet Swinger Club"	"SALOU, Catalonia"	34696525337				"Café discoteca ambiente liberal"														
"Europe/Spain"	"Club 6y9"	"Barcelona, Catalonia"	"93 217 12 58"				"SEIS & NUEVE es el local de intercambio de parejas"														
"Europe/Spain"	"EL DOS MAS DOS"	"Pont de Molins (Figueres), Catalonia"	"(0034) 972 529 056"			"club_banners\banner_1820.gif"	"Restaurant and Swinger club in Costa Brava north."														
"Europe/Spain"	"IREGOLD"	"BARCELONA, Catalonia"	932256040				"Un local con un ambiente rejalado y adecuado"														
"Europe/Spain"	"La Amistad"	"Barcelona, Catalonia"	"93-245-6592"				"La Amistad un local Liberal con ambiente único"														
"Europe/Spain"	"Libert"	"Barcelona, Catalonia"	"93-4233635"				"Todo ello en un ambiente agradable, confortable"														
"Europe/Spain"	"Limousine"	"Barcelona, Catalonia"	"93 417.88.57"				"Un lugar para descubrir....."														
"Europe/Spain"	"OPEN"	"Barcelona, Catalonia"	"93-453-32-69"				"Único abierto 24 horas."														
"Europe/Spain"	"Paris"	"Barcelona, Catalonia"	"93 428 7715"				"Un local de ambiente liberal en Barcelona,"														
"Europe/Spain"	"RAINBOW"	"BARCELONA, Catalonia"	"93 4076351"				"swingers club"														
"South America/Chile"	"Club de Alexandra"	"Coquimbo"	85927413			"club_banners\banner_2191.jpg"	"Club de Señoras Casadas con Permiso"														
"South America/Colombia"	"Adn Swing Bar"	"Bogota"	6215869	"http://www.adnswingbar.net"	"www.adnswingbar.net"		"Somos un moderno swing bar"														
"South America/Colombia"	"AMNESIA SW BAR"	"BOGOTA"	6115681	"http://www.amnesiaswbar.com"	"http://www.amnesiaswbar.com"		"EXCLUSIVO BAR PARA PAREJAS SWINGER Y MUJERES BI."														
"South America/Colombia"	"CLUB SW"	"BOGOTA"	"57 1 6105278"	"http://www.swingerclubsw.com"	"CLUB SW"		"Noches llenas fantasias, diversion y sensualidad."														
"South America/Colombia"	"CMR"	"Bogota"	3112877980	"http://www.lasaladelacasa.com"	"www.lasaladelacasa.com"		"Tranquilidad, respeto, pasión, seducción y sexo"														
"South America/Colombia"	"Excesos :: Bar Swinger ::"	"Bogotá, D.C."	"2103343-311 5606079"	"http://www.swingerexcesos.com"	"Excesos :: Bar Swinger ::"		"Excelente ambiente, discreto y divertido"														
"South America/Colombia"	"La Mansion del Placer"	"Colombia"	"316 650 2323"	"http://www.expedicionswinger.tk"	"Click here"		"somos una comunidad virtaul swinger, promocionamos"														
"South America/Colombia"	"RELAX CLUB"	"BOGOTA"		"http://www.relaxclubswinger.tk"	"http://www.relaxclubswinger.tk"		"BAR SWINGER NUDISTA"														
"South America/Colombia"	"SAN TROPEZ SWINGER BAR"	"BOGOTA"		"http://sdc.com/sitemap/swingersclubinformation.htm"	"Click here"		"PRIMER BAR SWINGER EN BOGOTA"														
"South America/Colombia"	"SW BEVERLY HILLS SPA"	"Bogota"	"4382739 - 5200063"	"http://www.swbeverlyhillsspa.com"	"SW BEVERLY HILLS SPA"		"Discoteca, Sauna, Turco, Jacuzzi, parqueadero priv"														
"South America/Colombia"	"Switch Swinger Club"	"Medellin"	"+57 4 2304509"	"http://www.guiacereza.com/switch/"	"Switch Club"		"El mejor club swinger en Medellin! - Best Club!"														
"Central America/Costa Rica"	"Club ParejaTotal"	"San Jose"		"http://www.parejatotal.com"	"www.parejatotal.com"	"club_banners\banner_488.gif"	"Exclusivo Disco Bar para parejas swinger y solas"														
"Central America/Costa Rica"	"Club Terciopelo"	"San Jose, Zapote"	"(506)829-56-78"	"http://www.clubterciopelo.com"	"http://www.vivecr.com/BTerciopelo.jpg"	"club_banners\banner_2179.jpg"	"Club de ocio Swinger"														
"Central America/Costa Rica"	"Los Caimitos Swinger Resort"	"San Miquel"		"http://www.caimitos.com"	"Los Caimitos Swinger Resort"		"Los Caimitos Swinger Resort Paradise of Costa Rica"														
"Central America/Costa Rica"	"Patos"	"Costa Rica"		"http://www.patos.com"	"Patos.com"		"Patos Swinger Club & Resort"														
"Central America/Costa Rica"	"Swinger Club Eros Costa Rica"	"near Airport"		"http://www.erosclubcostarica.com/"	"erosclubcostarica.com"	"club_banners\banner_2649.jpg"	"Swinger Club exclusive for Couples and more"														
"Europe/Croatia"	"Swinger Holiday Cruises"	"Ionian Sea"				"club_banners\banner_857.jpg"	"Swingers Holidays"														
"Europe/Croatia"	"Swingersyacht"	"Zadar/Sukosan"	"+36-30-850-20-16"				"Auf einen angenehmen, kroatischen Urlaub."														
"Europe/Czech Republic"	"SW-Party Club"	"Prague"	420737063161				"Swingers Club"														
"Europe/Czech Republic"	"Swingers Club Paris"	"Prag"	420728188881			"club_banners\banner_2374.jpg"	"Private swingers club is located at Prag 10"														
"Europe/Czech Republic"	"Swingers prty klub 69"	"&#268"		"jovice"					"Soukrom swingers klub v &#268"	"eskch Bud&#283"	"jovicch"										
"Europe/Czech Republic"	"Swingersclub Paradiso"	"Prague"	"+420 737 184444"			"club_banners\banner_1158.jpg"	"New Swingersclub in the center of Prague"														
"Europe/Czech Republic"	"VIP-Partyhouse"	"Pekla"	420461633001			"club_banners\banner_2137.jpg"	"Das ultimative Privat-Partyhaus"														
"Europe/Denmark"	"CitySwingers"	"Copenhagen"		"http://www.cityswingers.dk"	"CitySwingers.dk"	"club_banners\banner_1410.jpg"	"The most exclusive swingersclub in Scandinavia"														
"Europe/Denmark"	"Club 20"	"Copenhagen"	4533233161	"http://www.sdc.com/sitemap/swingersclubinformation.htm"	"Click here"		"Club 20 - Intimate club for singles and couples !!"														
"Europe/Denmark"	"Scor.dk Lounge no. 2"	"Aalborg"		"http://www.swingersex.dk"	"www.swingersex.dk"		"Swingers Club"														
"Europe/Denmark"	"Scor.dk Loungerne"	"Copenhagen"		"http://www.loungen.dk"	"www.loungen.dk"		"Swingers Club"														
"Europe/Denmark"	"Swingers Copenhagen"	"Copenhagen"	4540142696	"http://www.sdc.com"	"http://www.sdc.com"	"club_banners\banner_1143.gif"	"Swingers Cph is simply a exclusive swingerclub"														
"Carribean/Dominican Republic"	"Club Villa Ocho"	"Puerto Plata"	"954-907-0496"	"http://www.villaocho.com"	"Club Villa Ocho"		"Private all villa resort for upscale lifestyle couples"														
"Carribean/Dominican Republic"	"Ocoa club"	"Santo Domingo"		"http://www.ocoaclub.com"	"Ocoa club"	"club_banners\banner_2042.gif"	"Swingers club in Dominican Republic"														
"Europe/UK"	"Arousal swingersclub"	"Midlands, East Anglia"		"http://www.arousal-uk.com"	"www.arousal-uk.com"		"Official SE party swingers club in Dunstable"														
"Europe/UK"	"Club Lust"	"Norwich, East Anglia"	"07780 514274"	"http://groups.msn.com/KINKYCLAIRES"	"Club Lust"		"Couples & Single Ladies Parties"														
"Europe/UK"	"Euphoria"	"Norwich, East Anglia"	"01362 858918"	"http://www.euphoriaclub.co.uk"	"Euphoria"	"club_banners\banner_1215.gif"	"Spa based club with Sauna Jacuzzi's & Accom"														
"Europe/Estonia"	"BalticSex.com"	"Tallinn"				"club_banners\banner_1841.gif"	"BalticSex.com - swingers and adult sex dating"														
"Europe/France"	"2 plus 2"	"Paris"	"01 43 35 14 00"	"http://sdc.com/sitemap/swingersclubinformation.htm"	"Click here"	"club_banners\banner_974.gif"	"Association pour Couples Echangistes, Swinger only"														
"Europe/France"	"Chalet Libertin"	"Morzine"	"+44(0)7885274166"	"http://www.chaletlibertin.com"	"Lifestyle swingers holidays in the French alps"		"Erotic holidays for couples in the French Alps"														
"Europe/France"	"Club L'Anonyme"	"cannes"	"04 93 68 20 25"	"http://www.clubanonymecannes.com"	"Club Libertin L Anonyme � Cannes"		"Un haut lieu du libertinage � Cannes"														
"Europe/France"	"Club Auberge"	"Rhone alpes"		"http://clubauberge.free.fr/acceuil.htm"	"Click here"		"Club libertin echangiste Rhone Alpes"														
"Europe/France"	"CLUB CLEOPATRA"	"Alsace, region Molsheim"		"http://www.club-cleopatra.com/"	"http://www.club-cleopatra.com/"		"Club echangiste privé"														
"Europe/France"	"Club La Fourche"	"Nogent Le Rotrou"	"33 (0)2-37-37-23-17"	"http://www.la-fourche.net"	"Club La Fourche"		"Grand Re-Opening"														
"Europe/France"	"Diamant"	"Lyon"	"04 72 57 76 90"	"http://sdc.com/sitemap/swingersclubinformation.htm"	"Click here"		"Club sympa 24 rue des Maccabées 69005 Lyon"														
"Europe/France"	"Emmanuelle"	"Paris"		"http://libange.free.fr/clubemmanuelle2.htm"	"Click here"		"Club libertin / echangiste"														
"Europe/France"	"French Connection Swinging Hol"	"Nr Toulouse"	33562997866	"http://www.holidays4couples.com"	"www.holidays4couples.com"		"Swinging holiday complex exclusively for couples"														
"Europe/France"	"Glamour-Tours"	"Paris"	663148129	"http://www.glamour-tours.com/"	"Glamour-Tours"		"We can fulfil all fantasies... just ask !"														
"Europe/France"	"l'oustaou du moulin"	"cannes"	"06.15.06.32.57"	"http://www.oustaou-du-moulin.com"	"l'oustaou du moulin"	"club_banners\banner_1714.jpg"	"l'oustaou du moulin club libertin cannes"														
"Europe/France"	"La Chaloupe"	"Bordeaux"		"http://www.la-chaloupe.fr"	"www.la-chaloupe.fr"		"see website"														
"Europe/France"	"Le 2MIL'3"	"Hyéres"	"04 94 39 38 08"	"http://www.le2mil3.com/"	"http://www.le2mil3.com/"		"Club libertin avec bonnes soirées � thémes"														
"Europe/France"	"Le Bilitis"	"Region Bretagne"	"02 96 35 15 58"	"http://www.bilitis.com/"	"http://www.bilitis.com/"		"Pour couples, libertins en Bretagne"														
"Europe/France"	"le body'x"	"AMANCY"	"+33(0)450255898"	"http://www.le-bodyx.com"	"http://www.le-bodyx.com"	"club_banners\banner_1179.gif"	"Club libertin, haute savoie."														
"Europe/France"	"Le Chateau de Tredos"	"Agde"	"+33 (0) 6 14 84 83"	"http://www.tredos-evasion.com"	"http://www.tredos-evasion.com"		"Un cadre exceptionnel... chambres pour couples"														
"Europe/France"	"Le Dome"	"ville d'Alès"		"http://www.club-le-dome.com/accueil.php."	"Click here"		"Club du sud Libertin et echangiste"														
"Europe/France"	"Le Feelings"	"Paris"	"01 43 54 06 04"	"http://www.le-feelings.com"	"."		"Club non conformiste et libertine"														
"Europe/France"	"Le Glamour"	"Agde"	"+33(0)4 67 01 55 49"	"http://www.leglamour.com"	"Le Glamour"	"club_banners\banner_1108.gif"	"Le glamour club paradise in front of the beech"														
"Europe/France"	"Le Jardin Rden"	"Marseille"	"04 91 53 18 94"	"http://lejardindeden.free.fr/"	"http://lejardindeden.free.fr/"		"Club echangiste"														
"Europe/France"	"Le Millesime"	"Marseille"	"04 91 37 69 69"	"http://www.lemillesime.com/libertin.html"	"Click here"		"Club pour couple et echangistes"														
"Europe/France"	"Le Nautilus"	"Paris"		"http://www.le-number-one.com"	"Click here"	"club_banners\banner_1821.jpg"	"The must select & beautiful Swingers Club in Lyon"														
"Europe/France"	"Le Triton"	"28 Avenue de Toulouse"	"04.68.41.76.58"	"http://www.le-triton.com/index.php?speack=fr&&mod=1"	"Click here"		"Club libertin et echangiste"														
"Europe/France"	"leda cote d'azur"	"nice"	"33(0)666235153"	"http://ledacotedazur.gb.site.voila.fr/index.jhtml"	"leda cote d'azur"	"club_banners\banner_2184.jpg"	"swingers association of the French Riviera"														
"Europe/France"	"LOV INN"	"Toulouse"	"05 61 09 69 69"	"http://www.lov-inn.com/index2.php3"	"Click here"		"Club liberin et echangiste a Toulouse"														
"Europe/France"	"Moulins1 2 3"	"SteMaure,Ingrandes,Coullo"	"02.47.34.93.06"	"http://hout.club.fr/index.htm"	"http://hout.club.fr/index.htm"		"Trois clubs echangiste pour vous satisfaire!!!"														
"Europe/France"	"No Comment Club"	"Paris"	"01 43 59 23 95"	"http://www.nocommentclub.com"	"www.nocommentclub.com"		"The nightclub ""NO COMMENT"", three levels of fun!"														
"Europe/France"	"Overside"	"Paris"	"01.42.84.10.20"	"http://www.overside.fr/"	"http://www.overside.fr/"		"Club libertin a Paris"														
"Europe/France"	"Quai 17"	"Paris"	"01 42 05 64 64"	"http://www.quai17.net/"	"http://www.quai17.net/"		"Club echangiste et ou libertin a Paris"														
"Europe/France"	"Royal Club Privee"	6	"0039 347 25 12 800"	"http://www.royalclubprivee.com"	"royalclubprivee"		"Royal Club (Vintimille) � 2 Min de la Cote d'Azur"														
"Europe/France"	"The Nude House"	"South"	"800 296 0262"	"http://www.thenudehouse.com"	"The Nude House"	"club_banners\banner_918.gif"	"A Holiday Plan for Swingers"														
"Europe/France"	"Villa-cocotiers"	"Bordeaux"	556580896	"http://www.villa-cocotiers.com"	"Click here"	"club_banners\banner_1893.jpg"	"chambres d hotes, soirees , et hommes selectionnes"														
"Europe/Spain"	"Club Kisses"	"Vigo, Galicia"	"630 25 05 43"				"Lugar de encuntros para parejas,coqueto y acogedor"														
"Europe/Spain"	"www.nochesdeembrujo.com"	"vigo, Galicia"	620196341				"local swinger"														
"Europe/Greece"	"Lifestylesailing"	"Athens"		"http://www.geocities.com/lifestyle_sail"	"Click here"		"Exclusive yacht holidays parties"														
"Europe/Greece"	"Swinger Holidays"	"Corfu"		"http://www.swinger-holidays.com"	"Erotic cruises for couples."	"club_banners\banner_2365.jpg"	"Cruises for couples on a 55 feet yacht!"														
"Central America/Guatemala"	"Ricke's Place"	"Guatemala"	"(502) 5319-0793"			"club_banners\banner_2186.jpg"	"Un espacio creado para personas de amplio criterio"														
"Europe/Germany"	"Chill-Out"	"Rosengarten-Alvesen, Hamburg"	"040 / 2199 1737"	"http://www.chill-out-club.de"	"chill-out-club.de"	"club_banners\banner_2065.gif"	"Chill-Out"														
"Europe/Germany"	"Freizeit-Oase"	"Rentzschmuehle, Hamburg"	"037439 / 77911"	"http://www.swinger-oase.de"	"www.swinger-oase.de"		"Freizeit-Oase"														
"Europe/Germany"	"Hotel Provocateur"	"All over Germany, Hamburg"		"http://www.hotelprovocateur.com"	"Hotel Provocateur"	"club_banners\banner_1405.jpg"	"Entertainment for discerning people"														
"Europe/Germany"	"My Sexy Dreams"	"Hamburg"	"040 / 65 49 34 56"	"http://www.my-sexy-dreams.de"	"my-sexy-dreams.de"	"club_banners\banner_2015.gif"	"Der exklusive Swingerclub in Hamburg"														
"Europe/Germany"	"Mystery Swingerclub"	"Hamburg"	"040-55484883"	"http://www.mystery-swingerclub.de"	"www.mystery-swingerclub.de"	"club_banners\banner_330.gif"	"Swingerclub"														
"Europe/Germany"	"Paradise City"	"Helmstadt Bargen, Hamburg"	"06268 - 927905"	"http://www.paradise-city-online.de"	"www.paradise-city-online.de"	"club_banners\banner_2233.jpg"	"von der Szene für die Szene"														
"Europe/Germany"	"Quartett"	"Hamburg"	"040-64222727"	"http://www.das-quartett.de"	"www.das-quartett.de"	"club_banners\banner_455.gif"	"Verein fuer modern denkende Menschen"														
"Europe/Germany"	"Club Downtown"	"Hanau, Hessen"	"06181/379968"	"http://www.club-downtown.de"	"club-downtown.de"		"Club DownTown"														
"Europe/Germany"	"JUST4FUN"	"Pforzheim, Hessen"	"07231 - 4158789"	"http://www.just4fun-lokal.de"	"just4fun-lokal.de"	"club_banners\banner_2020.gif"	"frivol-erotisches Lokal in Pforzheim"														
"Europe/Germany"	"Little Sins"	"Oberhausen, Hessen"		"http://www.littlesins.com"	"littlesins.com"	"club_banners\banner_2221.jpg"	"'Exclusive, Mysterious, Exciting...!''"														
"Europe/Germany"	"Privater Swingerclub Lido"	"Rottenburg, Hessen"	"(07472) 28 26 26"	"http://www.clublido.de"	"http://www.clublido.de"		"Moderner Lifestyle - Erotische Freizeitgestaltung"														
"Europe/Germany"	"St. Tropez Swinger-Clubs"	"Burtenbach, Hessen"	"0 82 85 / 2 21"	"http://www.st-tropez.de"	"www.st-tropez.de"	"club_banners\banner_324.jpg"	"2ter Club in Muehlhausen"														
"Europe/Germany"	"Treff28"	"Giessen, Hessen"	"0641/79046"	"http://www.treff-28.de"	"www.treff-28.de"		"Der Treffpunkt fuer Swinger"														
"Europe/Hungary"	"Club Honey"	"Budapest"					"Open Friday and Saturday 21:00-05:00"														
"Europe/Hungary"	"Dreamland Swingers Club"	"Budapest"					"On Premise Swingers Club in Budapest"														
"Europe/Hungary"	"Eagle Residence"	"Budapest"					"Swinger Club and Pansio"														
"Europe/Hungary"	"Orpheus Swinger Club"	"Budapest"	36302509116				"First Swinger Club in Budapest"														
"Asia/Indonesia"	"bali-lifestyleresort"	"Bali - Kuta"	31611433918				"bali-lifestyleresort a brand new club in Indonesia"														
"Asia/Indonesia"	"Jakarta Friendly Swing Club"	"JAKARTA"	"021-30864373"				"Friendly Openminded Fun Classy Intellectual"														
"Europe/Ireland"	"Irish Swingers Club"	"Dublin"		"http://www.sdc.com"	"Irish Swingers Club"		"A Swingers Club for Couples and Single Women"														
"Europe/Italy"	"ALCOVOA"	"Milano"	390228510660	"http://www.alcovoa.it"	"www.alcovoa.it"	"club_banners\banner_1720.gif"	"Exclusive, and elegant swingerclub in Milano Italy"														
"Europe/Italy"	"ARENA CLUB MILANO"	"MILANO"	"+39 024989067"	"http://www.arenaclub.it"	"http://www.arenaclub.it"	"club_banners\banner_1002.jpg"	"ELEGANZA & TRASGRESSIONE"														
"Europe/Italy"	"Calypso"	"Brescia"		"http://www.calypsoclub.it"	"www.calypsoclub.it"	"club_banners\banner_1510.gif"	"Per l'ingresso al club un abbigliamento convenient"														
"Europe/Italy"	"Club Privè Araba Fenice"	"Roma"		"http://sdc.com/sitemap/swingersclubinformation.htm"	"Click here"	"club_banners\banner_2116.gif"	"Swingers Club for couples and singles,Araba Fenice"														
"Europe/Italy"	"Comoedia"	"Firenze"	"055 686038"	"http://www.comoedia.it"	"Comoedia"	"club_banners\banner_2332.jpg"	"Comoedia swingers club"														
